epoch;accuracy;loss;val_accuracy;val_loss
0;0.9861557;0.08186343927085411;0.2631579;9.514561653137207
1;0.98505217;0.07588720429428206;0.2631579;6.8692240715026855
2;0.9883628;0.05609717691638791;0.2631579;7.043389797210693
3;0.9889647;0.0487823716348357;0.21052632;8.414371490478516
4;0.9884631;0.06307606584884684;0.21052632;6.8266777992248535
5;0.9910714;0.04242204177504656;0.21052632;7.935174942016602
6;0.98886436;0.05952390161703377;0.31578946;6.350205421447754
7;0.98505217;0.06516199087005417;0.31578946;7.071277618408203
8;0.9873595;0.05729263623911786;0.31578946;6.495351791381836
9;0.9891653;0.051842912303748725;0.2631579;5.836615085601807
10;0.9894663;0.04920938528771381;0.21052632;6.041329383850098
11;0.9928772;0.042626315874213325;0.21052632;7.440903663635254
12;0.991874;0.04310135983889872;0.31578946;7.174509048461914
13;0.99177366;0.042259642409600236;0.31578946;7.2873334884643555
14;0.99367976;0.03764642127389905;0.2631579;8.287114143371582
15;0.9940811;0.03181051029220038;0.21052632;7.805425643920898
16;0.991874;0.04629646400162222;0.2631579;7.347912311553955
17;0.9930779;0.037475573334799804;0.21052632;9.030415534973145
18;0.9884631;0.05514575783450143;0.21052632;8.726669311523438
19;0.98495185;0.07091891657690746;0.2631579;6.986854076385498
20;0.99658906;0.016837467609003655;0.2631579;7.923122406005859
21;0.99739164;0.010015653137468085;0.2631579;8.697882652282715
22;0.9975923;0.010633598408163747;0.2631579;9.081408500671387
23;0.9990971;0.004196388533455903;0.2631579;9.63859748840332
24;0.9980939;0.01025504960296057;0.21052632;9.500335693359375
25;0.99829453;0.010145287341665359;0.2631579;9.508064270019531
26;0.99839485;0.010891956315059027;0.2631579;10.062787055969238
27;0.99829453;0.011271573897372576;0.2631579;9.983111381530762
28;0.9988965;0.008379273688363678;0.31578946;10.420164108276367
29;0.9990971;0.006812311442126957;0.2631579;10.426457405090332
30;0.99929774;0.008540045506212677;0.2631579;10.40195083618164
31;0.99959874;0.0026959195253761555;0.2631579;10.414159774780273
32;0.99939805;0.004182630655625114;0.2631579;10.520545959472656
33;0.99939805;0.003624312842724681;0.2631579;10.58166790008545
34;0.9991974;0.0030259995082125507;0.2631579;10.645785331726074
35;0.99959874;0.002522622564990735;0.2631579;10.750953674316406
36;0.99929774;0.004974699551083492;0.2631579;10.902810096740723
37;0.9990971;0.006223296681454256;0.2631579;10.901516914367676
38;0.99879616;0.007487405164557242;0.2631579;11.067914009094238
39;0.9989968;0.005879443752369364;0.2631579;11.090272903442383
40;0.9991974;0.00635386881788838;0.2631579;11.106549263000488
41;0.99959874;0.002591388666497444;0.2631579;11.001601219177246
